"","PK_RANDOM_SAMPLE_LOCATION","FK_EPA_RANDOM_ID","NEST1_WT","EPA_OVERSAMPLE","EPA_DIVISION","STRATUM","MULTIDENSITY_CATEGORY","WELL_DENSITY","WELL_WEIGHT","AQUIFER_WEIGHT","RESOURCE_TYPE","REPORTING_UNIT","RANDOM_LATITUDE","RANDOM_LONGITUDE","HYDROLOGIC_UNIT_CODE","HYDROLOGIC_UNIT_NAME","CAN_BE_SAMPLED","EXCLUSION_CATEGORY","EXCLUSION_CRITERIA","SAMPLED_DATE","HECTARES","ANALYSIS_SUITE","LOCATIONAL_DATUM","FK_PROJECT","FK_STATION","SAMPLE_LATITUDE","SAMPLE_LONGITUDE","FK_WELL_LISTFRAME_ID","NUTRIENT_WATERSHED_REGION","SCI_DO_BIOREGION_2012"
"233","Z1-CA-14079","FLGW20001-0079",NA,NA,NA,"ZONE 1 - CONFINED",0.000896417278,1.36632e-10,1115.55190253632,NA,"CONFINED AQUIFER","ZONE 1",304622,851828,3130012,"CHIPOLA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z1CA2002",NA,NA,NA,15121,NA,NA
"234","Z1-CA-14080","FLGW20001-0080",NA,NA,NA,"ZONE 1 - CONFINED",0.000820408905,1.49291e-10,1218.90437047591,NA,"CONFINED AQUIFER","ZONE 1",303108.85,840655.1,3120001,"APALACHEE BAY-ST. MARKS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z1CA2002",NA,NA,NA,32498,NA,NA
"235","Z1-CA-14081","FLGW20001-0081",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,2.7821e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",305127.402,861939.802,3140103,"YELLOW","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD83","Z1CA2002",NA,NA,NA,29580,NA,NA
"236","Z1-CA-14082","FLGW20001-0082",NA,NA,NA,"ZONE 1 - CONFINED",0.002442045799,5.0154e-11,409.492729518807,NA,"CONFINED AQUIFER","ZONE 1",304138,844700,3130011,"APALACHICOLA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z1CA2002",NA,NA,NA,7348,NA,NA
"237","Z1-CA-14083","FLGW20001-0083",NA,NA,NA,"ZONE 1 - CONFINED",0.002916114443,4.2001e-11,342.92206957894,NA,"CONFINED AQUIFER","ZONE 1",303943.742,855432.838,3140203,"LOWER CHOCTAWHATCHEE","Y",NA,NA,2020-03-23,NA,NA,"WGS84","Z1CA2002",36231,303943.731,855432.796,10002,NA,NA
"238","Z1-CA-14084","FLGW20001-0084",NA,NA,NA,"ZONE 1 - CONFINED",0.001459314242,8.3929e-11,685.253368711414,NA,"CONFINED AQUIFER","ZONE 1",302741.87,853737.48,3140101,"ST. ANDREW-ST. JOSEPH BAYS","Y",NA,NA,2020-03-30,NA,NA,"WGS84","Z1CA2002",57389,302741.757,853737.475,28226,NA,NA
"239","Z1-CA-14085","FLGW20001-0085",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,1.7861e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",302251,862445,3140102,"CHOCTAWHATCHEE BAY","N","WRONG RESOURCE/NOT PART OF TARGET POPULATION","WELL TAPS WRONG RESOURCE",NA,NA,NA,"NAD83","Z1CA2002",NA,NA,NA,34680,NA,NA
"240","Z1-CA-14086","FLGW20001-0086",NA,NA,NA,"ZONE 1 - CONFINED",0.001941749418,6.3077e-11,514.999510690981,NA,"CONFINED AQUIFER","ZONE 1",303644.242,841524.194,3120003,"LOWER OCHLOCKONEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z1CA2002",36228,303644.242,841524.194,4108,NA,NA
"241","Z1-CA-14087","FLGW20001-0087",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,3.5437e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",300815.57,854306.89,3140101,"ST. ANDREW-ST. JOSEPH BAYS","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"WGS84","Z1CA2002",NA,NA,NA,26319,NA,NA
"242","Z1-CA-14088","FLGW20001-0088",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,1.1834e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",294846.5,851717.4,3130011,"APALACHICOLA","Y",NA,NA,2020-03-25,NA,NA,"WGS84","Z1CA2002",11,294847.299,851717.09,13563,NA,NA
"243","Z1-CA-14089","FLGW20001-0089",NA,NA,NA,"ZONE 1 - CONFINED",0.001684231522,7.2721e-11,593.74259834334,NA,"CONFINED AQUIFER","ZONE 1",302708,842401,3120003,"LOWER OCHLOCKONEE","N","OTHERWISE UNSAMPLEABLE","UNSAFE SAMPLING CONDITIONS",NA,NA,NA,"NAD27","Z1CA2002",256,302708,842401,6719,NA,NA
"244","Z1-CA-14090","FLGW20001-0090",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,2.6529e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",302346.57,844842.77,3120003,"LOWER OCHLOCKONEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD83","Z1CA2002",NA,NA,NA,3854,NA,NA
"245","Z1-CA-14091","FLGW20001-0091",NA,NA,NA,"ZONE 1 - CONFINED",0.001596381373,7.6723e-11,626.416730298896,NA,"CONFINED AQUIFER","ZONE 1",303826.853,851331.073,3130012,"CHIPOLA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD83","Z1CA2002",NA,NA,NA,32323,NA,NA
"246","Z1-CA-14092","FLGW20001-0092",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,3.9303e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",305740.963,860219.616,3140202,"PEA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD83","Z1CA2002",NA,NA,NA,18124,NA,NA
"247","Z1-CA-14093","FLGW20001-0093",NA,NA,NA,"ZONE 1 - CONFINED",0.000848069661,1.44421e-10,1179.1484184926,NA,"CONFINED AQUIFER","ZONE 1",304405,850304,3130004,"LOWER CHATTAHOOCHEE","Y",NA,NA,2020-03-24,NA,NA,"NAD27","Z1CA2002",57390,304405.911,850301.503,8188,NA,NA
"248","Z1-CA-14094","FLGW20001-0094",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,3.7745e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",303812.25,860922.19,3140102,"CHOCTAWHATCHEE BAY","Y",NA,NA,2020-03-30,NA,NA,"WGS84","Z1CA2002",57391,303812.26,860922.1,19592,NA,NA
"249","Z1-CA-14095","FLGW20001-0095",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,2.815e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",301628,851129,3130012,"CHIPOLA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD83","Z1CA2002",NA,NA,NA,34594,NA,NA
"250","Z1-CA-14096","FLGW20001-0096",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,1.4102e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",303833.2,834851.31,3110103,"AUCILLA","Y",NA,NA,2020-03-31,NA,NA,"WGS84","Z1CA2002",57392,303832.889,834851.096,36443,NA,NA
"251","Z1-CA-14097","FLGW20001-0097",NA,NA,NA,"ZONE 1 - CONFINED",0.002947375712,1.1773e-11,339.284874963792,NA,"CONFINED AQUIFER","ZONE 1",303035,862544,3140102,"CHOCTAWHATCHEE BAY","Y",NA,NA,2020-03-30,NA,NA,"NAD27","Z1CA2002",5366,303036.852,862543.931,3066,NA,NA
"252","Z2-CA-12001","FLGW18001-0401",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,1.7365e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",302407,840013,3110103,"AUCILLA","Y",NA,NA,2018-02-08,NA,NA,"NAD27","Z2CA1802",4856,302406.949,840010.274,2946,NA,NA
"253","Z2-CA-12002","FLGW18001-0402",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,4.9322e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",301913,830218,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22203,NA,NA
"254","Z2-CA-12003","FLGW18001-0403",NA,NA,NA,"ZONE 2 - CONFINED",0.004962947476,1.23922e-10,201.493166060574,NA,"CONFINED AQUIFER","ZONE 2",293643,825101,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,25021,NA,NA
"255","Z2-CA-12004","FLGW18001-0404",NA,NA,NA,"ZONE 2 - CONFINED",0.004831839303,1.27284e-10,206.960525236854,NA,"CONFINED AQUIFER","ZONE 2",300913,823852,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23021,NA,NA
"256","Z2-CA-12005","FLGW18001-0405",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,4.9895e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",300832,833436,3110102,"ECONFINA-STEINHATCHEE","N","UNABLE TO ACCESS","UNABLE TO GET EQUIPMENT TO RANDOM LOCATION",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22685,NA,NA
"257","Z2-CA-12006","FLGW18001-0406",NA,NA,NA,"ZONE 2 - CONFINED",0.009294898096,6.6167e-11,107.585902469643,NA,"CONFINED AQUIFER","ZONE 2",295244.616,825537.895,3110205,"LOWER SUWANNEE","N","UNABLE TO ACCESS","SAMPLER UNABLE TO GET EQUIPMENT INTO WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23897,NA,NA
"258","Z2-CA-12007","FLGW18001-0407",NA,NA,NA,"ZONE 2 - CONFINED",0.011371978118,5.4082e-11,87.935448841969,NA,"CONFINED AQUIFER","ZONE 2",294613,821647,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24452,NA,NA
"259","Z2-CA-12008","FLGW18001-0408",NA,NA,NA,"ZONE 2 - CONFINED",0.006497738694,9.4651e-11,153.899694517053,NA,"CONFINED AQUIFER","ZONE 2",300110,823150,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23416,NA,NA
"260","Z2-CA-12009","FLGW18001-0409",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,1.8424e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",301703.513,834641.718,3110102,"ECONFINA-STEINHATCHEE","Y",NA,NA,2018-02-08,NA,NA,"HPGN","Z2CA1802",2475,301703.537,834641.691,199,NA,NA
"261","Z2-CA-12010","FLGW18001-0410",NA,NA,NA,"ZONE 2 - CONFINED",0.010125869336,6.0737e-11,98.756952797309,NA,"CONFINED AQUIFER","ZONE 2",302614,825148,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22070,NA,NA
"262","Z2-CA-12011","FLGW18001-0411",NA,NA,NA,"ZONE 2 - CONFINED",0.006355943531,9.6763e-11,157.333052921563,NA,"CONFINED AQUIFER","ZONE 2",300119,821125,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23491,NA,NA
"263","Z2-CA-12012","FLGW18001-0412",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,3.4839e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",303753,832321,3110203,"WITHLACOOCHEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,21938,NA,NA
"264","Z2-CA-12013","FLGW18001-0413",NA,NA,NA,"ZONE 2 - CONFINED",0.010166076847,6.0497e-11,98.366362466182,NA,"CONFINED AQUIFER","ZONE 2",300309,825530,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23295,NA,NA
"265","Z2-CA-12014","FLGW18001-0414",NA,NA,NA,"ZONE 2 - CONFINED",0.010904892888,5.6398e-11,91.701955288454,NA,"CONFINED AQUIFER","ZONE 2",295045,823353,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23978,NA,NA
"266","Z2-CA-12015","FLGW18001-0415",NA,NA,NA,"ZONE 2 - CONFINED",0.009057067015,6.7905e-11,110.411019189604,NA,"CONFINED AQUIFER","ZONE 2",301852,824222,3110201,"UPPER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22323,NA,NA
"267","Z2-CA-12016","FLGW18001-0416",NA,NA,NA,"ZONE 2 - CONFINED",0.007709129086,7.9778e-11,129.716338748587,NA,"CONFINED AQUIFER","ZONE 2",302832.8,833618.2,3110103,"AUCILLA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,21559,NA,NA
"268","Z2-CA-12017","FLGW18001-0417",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,2.824e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",292542,823839,3110101,"WACCASASSA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,25569,NA,NA
"269","Z2-CA-12018","FLGW18001-0418",NA,NA,NA,"ZONE 2 - CONFINED",0.011945794478,5.1484e-11,83.711468657052,NA,"CONFINED AQUIFER","ZONE 2",301728,825913,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22232,NA,NA
"270","Z2-CA-12019","FLGW18001-0419",NA,NA,NA,"ZONE 2 - CONFINED",0.006929755407,8.875e-11,144.305237530481,NA,"CONFINED AQUIFER","ZONE 2",294606,825110,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24298,NA,NA
"271","Z2-CA-12020","FLGW18001-0420",NA,NA,NA,"ZONE 2 - CONFINED",0.010057213962,6.1152e-11,99.431115193122,NA,"CONFINED AQUIFER","ZONE 2",300020,825116,3110205,"LOWER SUWANNEE","Y",NA,NA,2018-03-15,NA,NA,"NAD27","Z2CA1802",53039,300020.59,825115.9,23344,NA,NA
"272","Z2-CA-12021","FLGW18001-0421",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,5.0551e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",300647,833625,3110102,"ECONFINA-STEINHATCHEE","Y",NA,NA,2018-02-26,NA,NA,"NAD27","Z2CA1802",53040,300659.542,833627.393,22713,NA,NA
"273","Z2-CA-12022","FLGW18001-0422",NA,NA,NA,"ZONE 2 - CONFINED",0.00955755612,6.4349e-11,104.629257460035,NA,"CONFINED AQUIFER","ZONE 2",293711,830233,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24851,NA,NA
"274","Z2-CA-12023","FLGW18001-0423",NA,NA,NA,"ZONE 2 - CONFINED",0.005876779399,1.04652e-10,170.161228126469,NA,"CONFINED AQUIFER","ZONE 2",295255,820746,3110206,"SANTA FE","Y",NA,NA,2018-02-27,NA,NA,"NAD27","Z2CA1802",53041,295255.286,820748.497,24136,NA,NA
"275","Z2-CA-12024","FLGW18001-0424",NA,NA,NA,"ZONE 2 - CONFINED",0.011950026678,5.1466e-11,83.681821551872,NA,"CONFINED AQUIFER","ZONE 2",302855,825450,3110201,"UPPER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,21726,NA,NA
"276","Z2-CA-12025","FLGW18001-0425",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,4.8122e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",302040.004,831931.048,3110205,"LOWER SUWANNEE","Y",NA,NA,2018-02-15,NA,NA,"NAD27","Z2CA1802",2533,302040.012,831931.061,217,NA,NA
"277","Z2-CA-12026","FLGW18001-0426",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,3.5138e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",293155,823203,3080102,"OKLAWAHA","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,25471,NA,NA
"278","Z2-CA-12027","FLGW18001-0427",NA,NA,NA,"ZONE 2 - CONFINED",0.005685141091,1.0818e-10,175.897129736573,NA,"CONFINED AQUIFER","ZONE 2",295616,820642,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23860,NA,NA
"279","Z2-CA-12028","FLGW18001-0428",NA,NA,NA,"ZONE 2 - CONFINED",0.006216254759,9.8937e-11,160.868567763935,NA,"CONFINED AQUIFER","ZONE 2",302839,832423,3110103,"AUCILLA","Y",NA,NA,2018-03-15,NA,NA,"NAD27","Z2CA1802",53042,302840.28,832422.81,21599,NA,NA
"280","Z2-CA-12029","FLGW18001-0429",NA,NA,NA,"ZONE 2 - CONFINED",0.011299477455,5.4429e-11,88.499667703347,NA,"CONFINED AQUIFER","ZONE 2",300305,830749,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23216,NA,NA
"281","Z2-CA-12030","FLGW18001-0430",NA,NA,NA,"ZONE 2 - CONFINED",0.011900022563,5.1682e-11,84.03345411551,NA,"CONFINED AQUIFER","ZONE 2",294638.9,822637.7,3110206,"SANTA FE","N","OTHERWISE UNSAMPLEABLE","SAMPLE WITHDRAWAL LOCATION AFTER FILTER OR SOFTENER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24420,NA,NA
"282","Z2-CA-12031","FLGW18001-0431",NA,NA,NA,"ZONE 2 - CONFINED",0.006692901578,9.1891e-11,149.412028309642,NA,"CONFINED AQUIFER","ZONE 2",301557,824512,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22330,NA,NA
"283","Z2-CA-12032","FLGW18001-0432",NA,NA,NA,"ZONE 2 - CONFINED",0.008362356618,7.3546e-11,119.583515235585,NA,"CONFINED AQUIFER","ZONE 2",302704.1,833655.5,3110103,"AUCILLA","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,21566,NA,NA
"284","Z2-CA-12033","FLGW18001-0433",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,6.797e-12,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",291511,824323.999,3110101,"WACCASASSA","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,19866,NA,NA
"285","Z2-CA-12034","FLGW18001-0434",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,9.078e-12,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",294148.907,832203.798,3110102,"ECONFINA-STEINHATCHEE","Y",NA,NA,2018-02-26,NA,NA,"NAD27","Z2CA1802",53043,294149.005,832203.798,24510,NA,NA
"286","Z2-CA-12035","FLGW18001-0435",NA,NA,NA,"ZONE 2 - CONFINED",0.010056422406,6.1157e-11,99.438941567125,NA,"CONFINED AQUIFER","ZONE 2",295530,824645,3110206,"SANTA FE","Y",NA,NA,2018-03-15,NA,NA,"NAD27","Z2CA1802",50807,295530.312,824650.185,23631,NA,NA
"287","Z2-CA-12036","FLGW18001-0436",NA,NA,NA,"ZONE 2 - CONFINED",0.005364486381,1.14646e-10,186.411135919621,NA,"CONFINED AQUIFER","ZONE 2",300748,823536,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23072,NA,NA
"288","Z2-CA-12037","FLGW18001-0437",NA,NA,NA,"ZONE 2 - CONFINED",0.01163774926,5.2847e-11,85.927268035725,NA,"CONFINED AQUIFER","ZONE 2",300527,833218,3110102,"ECONFINA-STEINHATCHEE","Y",NA,NA,2018-02-26,NA,NA,"NAD27","Z2CA1802",53044,300524.2,833212.728,22734,NA,NA
"289","Z2-CA-12038","FLGW18001-0438",NA,NA,NA,"ZONE 2 - CONFINED",0.005895916052,1.04312e-10,169.608927807746,NA,"CONFINED AQUIFER","ZONE 2",294237,825326,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","CAN NOT LOCATE WELL",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24580,NA,NA
"290","Z2-CA-12039","FLGW18001-0439",NA,NA,NA,"ZONE 2 - CONFINED",0.010511280141,5.851e-11,95.135890833459,NA,"CONFINED AQUIFER","ZONE 2",294640,820645,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","ACCESS DENIED BY PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,24485,NA,NA
"291","Z2-CA-12040","FLGW18001-0440",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,2.3993e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",303611.2,830548.373,3110202,"ALAPAHA","Y",NA,NA,2018-03-01,NA,NA,"WGS84","Z2CA1802",2705,303611.185,830548.279,86,NA,NA
"292","Z2-CA-12041","FLGW18001-0441",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,3.6437e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",300749.931,831820.618,3110205,"LOWER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"HPGN","Z2CA1802",2377,300749.931,831820.618,353,NA,NA
"293","Z2-CA-12042","FLGW18001-0442",NA,NA,NA,"ZONE 2 - CONFINED",0.01113202951,5.5248e-11,89.830879361218,NA,"CONFINED AQUIFER","ZONE 2",293940.452,823714.731,3110101,"WACCASASSA","Y",NA,NA,2018-03-21,NA,NA,"NAD27","Z2CA1802",53045,293941.225,823714.25,24706,NA,NA
"294","Z2-CA-12043","FLGW18001-0443",NA,NA,NA,"ZONE 2 - CONFINED",0.00697166712,8.8217e-11,143.437714787294,NA,"CONFINED AQUIFER","ZONE 2",295701,820505,3110206,"SANTA FE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,23850,NA,NA
"295","Z2-CA-12044","FLGW18001-0444",NA,NA,NA,"ZONE 2 - CONFINED",0.006005100479,1.02416e-10,166.52510702874,NA,"CONFINED AQUIFER","ZONE 2",302805.377,831916.069,3110203,"WITHLACOOCHEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,21624,NA,NA
"296","Z2-CA-12045","FLGW18001-0445",NA,NA,NA,"ZONE 2 - CONFINED",0.011485432403,5.3548e-11,87.066813415578,NA,"CONFINED AQUIFER","ZONE 2",300820,830602,3110205,"LOWER SUWANNEE","N","NO PERMISSION FROM OWNER","UNABLE TO OBTAIN PERMISSION FROM PROPERTY/WELL OWNER",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22798,NA,NA
"297","Z2-CA-12046","FLGW18001-0446",NA,NA,NA,"ZONE 2 - CONFINED",0.009586784,6.4153e-11,104.310267131366,NA,"CONFINED AQUIFER","ZONE 2",293435,823843,3110101,"WACCASASSA","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,25108,NA,NA
"298","Z2-CA-12047","FLGW18001-0447",NA,NA,NA,"ZONE 2 - CONFINED",0.005103437017,1.2051e-10,195.946378223488,NA,"CONFINED AQUIFER","ZONE 2",301136,824333,3110201,"UPPER SUWANNEE","N","OTHERWISE UNSAMPLEABLE","WELL NONFUNCTIONAL AS SAMPLING DEVICE",NA,NA,NA,"NAD27","Z2CA1802",NA,NA,NA,22555,NA,NA
"299","Z2-CA-12048","FLGW18001-0448",NA,NA,NA,"ZONE 2 - CONFINED",0.010073319596,6.1054e-11,99.272140672418,NA,"CONFINED AQUIFER","ZONE 2",303513,832712,3110103,"AUCILLA","Y",NA,NA,2018-03-22,NA,NA,"NAD27","Z2CA1802",5121,303515.192,832713.981,72,NA,NA
"300","Z2-CA-12049","FLGW18001-0449",NA,NA,NA,"ZONE 2 - CONFINED",0.012143683221,1.1215e-11,82.347339090063,NA,"CONFINED AQUIFER","ZONE 2",291415.3,825609.7,3110101,"WACCASASSA","Y",NA,NA,2018-03-21,NA,NA,"NAD27","Z2CA1802",50813,291415.269,825609.48,25620,NA,NA
"301","Z2-CA-12050","FLGW18001-0450",NA,NA,NA,"ZONE 2 - CONFINED",0.008145001822,7.5509e-11,122.774680948447,NA,"CONFINED AQUIFER","ZONE 2",294428.2,825909,3110205,"LOWER SUWANNEE","Y",NA,NA,2018-03-21,NA,NA,"NAD27","Z2CA1802",53046,294432.213,825909.346,24534,NA,NA
